payment_id,customer_id,amount,payment_method,subscription_type,status,failure_reason,retry_count,bank_response,recoverable,payment_date
PAY000570,CUST8178,19456,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-08-02 20:22:38.959140
PAY000571,CUST3140,11849,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-08-13 19:53:38.959140
PAY000572,CUST2037,13575,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-03-18 04:05:38.959140
PAY000573,CUST6542,23186,Wallet,Annual,SUCCESS,,1,Approved,0,2026-07-09 17:49:38.959140
PAY000574,CUST5072,20357,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-05-27 14:22:38.959140
PAY000575,CUST1894,21116,UPI,Annual,SUCCESS,,3,Approved,0,2026-04-05 20:42:38.959140
PAY000576,CUST2226,16665,Net Banking,Quarterly,FAILED,UPI Failure,3,Declined,1,2026-08-11 21:06:38.959140
PAY000577,CUST4648,9213,Wallet,Annual,SUCCESS,,0,Approved,0,2026-06-10 02:02:38.959140
PAY000578,CUST8277,7799,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-06-01 09:02:38.959140
PAY000579,CUST2944,16432,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-05-06 08:07:38.959140
PAY000580,CUST1587,3462,Wallet,Annual,SUCCESS,,3,Approved,0,2026-05-23 20:46:38.959140
PAY000581,CUST9328,3077,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-08-18 20:11:38.959140
PAY000582,CUST1889,15048,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-05-14 22:42:38.959140
PAY000583,CUST6952,20407,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-07-18 06:21:38.959140
PAY000584,CUST6592,21690,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-03-10 04:49:38.959140
PAY000585,CUST3689,9666,Net Banking,Monthly,FAILED,Card Expired,2,Approved,0,2026-07-15 14:44:38.959140
PAY000586,CUST4209,24429,Credit Card,Monthly,FAILED,Fraud Suspected,3,Blocked,0,2026-03-29 06:33:38.959140
PAY000587,CUST2765,12973,Net Banking,Monthly,FAILED,Network Error,1,Timeout,1,2026-06-01 00:05:38.959140
PAY000588,CUST9260,22123,Credit Card,Quarterly,FAILED,UPI Failure,0,Processing Error,1,2026-07-28 08:47:38.959140
PAY000589,CUST8091,24223,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-06-18 12:18:38.959140
PAY000590,CUST7347,5905,Wallet,Annual,FAILED,Bank Timeout,1,Approved,1,2026-07-20 18:48:38.959140
PAY000591,CUST7518,16617,Debit Card,Quarterly,FAILED,Network Error,3,Timeout,1,2026-05-25 00:24:38.959140
PAY000592,CUST9393,4469,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-05-23 22:32:38.959140
PAY000593,CUST4435,10385,Wallet,Annual,SUCCESS,,1,Approved,0,2026-04-15 08:55:38.959140
PAY000594,CUST3913,11413,Wallet,Annual,SUCCESS,,1,Approved,0,2026-07-17 03:00:38.959140
PAY000595,CUST6771,10662,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-07-26 07:06:38.959140
PAY000596,CUST9747,21960,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-10 13:02:38.959140
PAY000597,CUST1869,17227,UPI,Monthly,FAILED,Invalid CVV,0,Declined,0,2026-03-14 09:38:38.959140
PAY000598,CUST5105,5372,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-07-12 05:00:38.959140
PAY000599,CUST9866,9770,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-07-24 23:44:38.959140
PAY000600,CUST9370,3457,Debit Card,Annual,FAILED,Invalid CVV,1,Declined,0,2026-07-22 22:53:38.959140
PAY000601,CUST6122,12602,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-05-24 15:14:38.959140
PAY000602,CUST8259,8334,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-06-30 18:30:38.959140
PAY000603,CUST9955,21320,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-07-25 06:20:38.959140
PAY000604,CUST4063,6439,Credit Card,Annual,FAILED,Bank Timeout,2,Approved,1,2026-05-30 12:08:38.959140
PAY000605,CUST5572,12459,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-05-26 19:24:38.959140
PAY000606,CUST6415,19235,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-03-10 19:53:38.959140
PAY000607,CUST1833,1407,Wallet,Annual,FAILED,User Cancelled,1,Blocked,0,2026-08-25 20:28:38.959140
PAY000608,CUST6207,18864,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-03-23 01:39:38.959140
PAY000609,CUST9897,17158,Wallet,Quarterly,FAILED,Bank Timeout,0,Processing Error,1,2026-07-30 22:26:38.959140
PAY000610,CUST6437,7347,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-07-08 13:23:38.959140
PAY000611,CUST1144,24762,UPI,Annual,SUCCESS,,3,Approved,0,2026-06-19 23:44:38.959140
PAY000612,CUST6258,7974,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-03-17 01:27:38.959140
PAY000613,CUST9468,17801,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-03-14 07:10:38.959140
PAY000614,CUST6248,14699,Wallet,Monthly,FAILED,Fraud Suspected,3,Declined,0,2026-03-17 18:49:38.959140
PAY000615,CUST4492,5584,Net Banking,Monthly,FAILED,Card Expired,0,Declined,0,2026-07-01 22:20:38.959140
PAY000616,CUST2181,23126,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-07-05 12:06:38.959140
PAY000617,CUST2200,10968,UPI,Monthly,SUCCESS,,0,Approved,0,2026-03-25 17:37:38.959140
PAY000618,CUST7678,18386,Net Banking,Quarterly,FAILED,Network Error,0,Timeout,1,2026-06-22 11:16:38.959140
PAY000619,CUST7381,14288,UPI,Annual,SUCCESS,,2,Approved,0,2026-03-12 21:01:38.959140
PAY000620,CUST1745,23701,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-07-25 10:04:38.959140
PAY000621,CUST2417,3576,Debit Card,Quarterly,FAILED,Fraud Suspected,2,Blocked,0,2026-07-31 01:12:38.959140
PAY000622,CUST3561,21749,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-06-04 02:07:38.959140
PAY000623,CUST3360,12911,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-07-03 05:25:38.959140
PAY000624,CUST3316,23997,UPI,Monthly,FAILED,Insufficient Funds,2,Blocked,1,2026-08-29 15:30:38.959140
PAY000625,CUST9970,19650,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-06-15 14:05:38.959140
PAY000626,CUST7760,24394,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-04-17 08:19:38.959140
PAY000627,CUST2877,7333,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-04-14 04:15:38.959140
PAY000628,CUST2103,1881,Debit Card,Monthly,FAILED,Card Expired,3,Timeout,0,2026-07-05 03:51:38.959140
PAY000629,CUST6420,19123,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-08-30 00:34:38.959140
PAY000630,CUST2143,7784,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-04-30 17:00:38.959140
PAY000631,CUST3496,10858,Wallet,Annual,SUCCESS,,2,Approved,0,2026-07-14 00:59:38.959140
PAY000632,CUST1079,10464,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-04-09 12:01:38.959140
PAY000633,CUST6432,23436,Net Banking,Quarterly,FAILED,User Cancelled,3,Declined,0,2026-04-29 04:03:38.959140
PAY000634,CUST2783,10108,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-06-18 05:31:38.959140
PAY000635,CUST9824,9294,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-19 01:22:38.959140
PAY000636,CUST2235,20632,UPI,Annual,SUCCESS,,0,Approved,0,2026-07-20 05:24:38.959140
PAY000637,CUST4485,19166,UPI,Annual,SUCCESS,,3,Approved,0,2026-07-27 19:55:38.959140
PAY000638,CUST3435,17783,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-06 20:12:38.959140
PAY000639,CUST8613,19419,Wallet,Annual,SUCCESS,,2,Approved,0,2026-04-03 04:10:38.959140
PAY000640,CUST4913,12022,Wallet,Annual,SUCCESS,,0,Approved,0,2026-07-08 10:31:38.959140
PAY000641,CUST3608,16946,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-05-30 00:48:38.959140
PAY000642,CUST1662,21706,Credit Card,Quarterly,FAILED,UPI Failure,1,Timeout,1,2026-07-21 18:30:38.959140
PAY000643,CUST1701,8761,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-04-21 09:40:38.959140
PAY000644,CUST1653,11936,Debit Card,Monthly,FAILED,UPI Failure,3,Approved,1,2026-06-03 07:16:38.959140
PAY000645,CUST5314,17183,Wallet,Annual,SUCCESS,,2,Approved,0,2026-08-08 18:50:38.959140
PAY000646,CUST2275,12441,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-05-15 07:14:38.959140
PAY000647,CUST6653,7402,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-05-13 01:04:38.959140
PAY000648,CUST2263,315,Wallet,Annual,FAILED,Bank Timeout,1,Declined,1,2026-05-28 21:10:38.959140
PAY000649,CUST6934,5022,Wallet,Annual,SUCCESS,,1,Approved,0,2026-04-07 10:44:38.959140
PAY000650,CUST8889,21762,Net Banking,Quarterly,FAILED,User Cancelled,1,Approved,0,2026-05-24 06:42:38.959140
PAY000651,CUST4992,5382,UPI,Monthly,SUCCESS,,3,Approved,0,2026-03-13 21:18:38.959140
PAY000652,CUST9399,5378,UPI,Annual,SUCCESS,,1,Approved,0,2026-07-02 09:44:38.959140
PAY000653,CUST3949,5549,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-08-24 17:27:38.959140
PAY000654,CUST5644,18567,UPI,Monthly,SUCCESS,,0,Approved,0,2026-08-16 17:29:38.959140
PAY000655,CUST4594,15546,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-04-09 20:27:38.959140
PAY000656,CUST9369,19191,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-07-01 06:05:38.959140
PAY000657,CUST2127,11327,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-06-26 09:31:38.959140
PAY000658,CUST9564,3656,Wallet,Annual,SUCCESS,,0,Approved,0,2026-04-15 15:18:38.959140
PAY000659,CUST8796,4999,Wallet,Annual,SUCCESS,,0,Approved,0,2026-04-11 02:24:38.959140
PAY000660,CUST8901,17512,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-03-26 18:23:38.959140
PAY000661,CUST7892,138,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-06-12 20:04:38.959140
PAY000662,CUST8899,14155,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-08-27 15:15:38.959140
PAY000663,CUST3193,24392,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-05-26 06:13:38.959140
PAY000664,CUST4096,2845,UPI,Annual,FAILED,Invalid CVV,2,Timeout,0,2026-06-26 17:12:38.959140
PAY000665,CUST1117,332,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-06-12 10:06:38.959140
PAY000666,CUST2746,10450,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-14 18:00:38.959140
PAY000667,CUST9783,8410,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-08-12 10:41:38.959140
PAY000668,CUST4337,9128,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-07-25 05:45:38.959140
PAY000669,CUST6024,15908,Wallet,Quarterly,FAILED,UPI Failure,1,Timeout,1,2026-05-16 04:43:38.959140
PAY000670,CUST8317,13144,Credit Card,Monthly,FAILED,Card Expired,1,Declined,0,2026-08-12 10:46:38.959140
PAY000671,CUST1852,13224,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-02 14:13:38.959140
PAY000672,CUST8133,272,UPI,Monthly,FAILED,Bank Timeout,0,Processing Error,1,2026-08-06 16:05:38.959140
PAY000673,CUST1618,12250,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-06-28 16:07:38.959140
PAY000674,CUST1941,17171,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-07-17 08:17:38.959140
PAY000675,CUST9489,449,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-11 15:25:38.959140
PAY000676,CUST3776,19743,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-06-29 19:02:38.959140
PAY000677,CUST5520,108,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-03-25 14:39:38.959140
PAY000678,CUST1251,13384,UPI,Monthly,SUCCESS,,1,Approved,0,2026-06-12 01:17:38.959140
PAY000679,CUST5530,23893,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-05-12 01:22:38.959140
PAY000680,CUST3867,15000,Net Banking,Annual,FAILED,Insufficient Funds,3,Timeout,1,2026-06-22 11:02:38.959140
PAY000681,CUST2917,2470,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-05-10 16:34:38.959140
PAY000682,CUST8923,18937,Credit Card,Quarterly,FAILED,UPI Failure,2,Processing Error,1,2026-07-14 04:12:38.959140
PAY000683,CUST2904,15134,Debit Card,Monthly,FAILED,Insufficient Funds,3,Processing Error,1,2026-08-20 00:12:38.959140
PAY000684,CUST6172,7320,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-08-02 11:11:38.959140
PAY000685,CUST5706,417,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-04-23 23:53:38.959140
PAY000686,CUST3924,11305,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-06-18 18:06:38.959140
PAY000687,CUST4115,18898,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-04-12 01:49:38.959140
PAY000688,CUST5348,24197,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-15 16:18:38.959140
PAY000689,CUST2747,8281,UPI,Monthly,SUCCESS,,2,Approved,0,2026-04-07 04:47:38.959140
PAY000690,CUST1108,21838,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-06-29 13:05:38.959140
PAY000691,CUST3996,12262,Wallet,Quarterly,FAILED,Fraud Suspected,2,Processing Error,0,2026-06-07 10:18:38.959140
PAY000692,CUST9613,24680,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-03-19 15:48:38.959140
PAY000693,CUST2972,1166,Wallet,Quarterly,FAILED,Bank Timeout,2,Processing Error,1,2026-05-20 11:24:38.959140
PAY000694,CUST4452,374,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-07-10 12:26:38.959140
PAY000695,CUST9987,11947,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-04-12 20:54:38.959140
PAY000696,CUST4013,20188,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-05-15 09:58:38.959140
PAY000697,CUST7563,23059,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-05-15 06:17:38.959140
PAY000698,CUST2636,4396,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-05 00:29:38.959140
PAY000699,CUST3450,12579,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-04-05 08:26:38.959140
PAY000700,CUST9470,16469,Wallet,Annual,SUCCESS,,1,Approved,0,2026-08-19 09:59:38.959140
PAY000701,CUST1781,16044,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-04-24 11:45:38.959140
PAY000702,CUST5166,2066,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-08-04 22:51:38.959140
PAY000703,CUST6914,24497,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-04-26 02:10:38.959140
PAY000704,CUST7746,8543,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-03-13 09:53:38.959140
PAY000705,CUST6818,19942,Debit Card,Annual,FAILED,Bank Timeout,1,Timeout,1,2026-06-22 19:32:38.959140
PAY000706,CUST2284,24233,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-08-18 18:05:38.959140
PAY000707,CUST3745,20798,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-14 20:42:38.959140
PAY000708,CUST2168,18830,UPI,Monthly,SUCCESS,,3,Approved,0,2026-08-11 08:08:38.959140
PAY000709,CUST5773,10371,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-07-06 16:17:38.959140
PAY000710,CUST6950,8987,Wallet,Annual,SUCCESS,,3,Approved,0,2026-07-29 23:21:38.959140
PAY000711,CUST4844,13664,Debit Card,Annual,FAILED,Insufficient Funds,1,Declined,1,2026-04-12 06:38:38.959140
PAY000712,CUST7505,2722,UPI,Monthly,SUCCESS,,1,Approved,0,2026-04-09 04:28:38.959140
PAY000713,CUST7504,15604,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-03-14 14:25:38.959140
PAY000714,CUST7387,20352,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-03-25 03:35:38.959140
PAY000715,CUST3071,9410,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-07-01 20:22:38.959140
PAY000716,CUST8801,1035,Net Banking,Annual,FAILED,User Cancelled,0,Timeout,0,2026-07-08 14:19:38.959140
PAY000717,CUST8480,18073,Wallet,Quarterly,FAILED,Bank Timeout,3,Blocked,1,2026-04-03 09:33:38.959140
PAY000718,CUST6688,21055,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-08-22 06:22:38.959140
PAY000719,CUST6992,3033,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-05-04 20:19:38.959140
PAY000720,CUST3233,444,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-06-13 01:38:38.959140
PAY000721,CUST8816,371,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-08-29 04:33:38.959140
PAY000722,CUST7121,9697,Credit Card,Quarterly,FAILED,Insufficient Funds,1,Blocked,1,2026-08-01 20:21:38.959140
PAY000723,CUST7199,14422,Credit Card,Quarterly,FAILED,Bank Timeout,3,Processing Error,1,2026-04-24 07:02:38.959140
PAY000724,CUST5454,20589,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-06-11 20:20:38.959140
PAY000725,CUST2121,8907,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-04-13 00:37:38.959140
PAY000726,CUST8418,20968,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-06-30 06:08:38.959140
PAY000727,CUST3492,6252,UPI,Annual,SUCCESS,,2,Approved,0,2026-03-13 07:58:38.959140
PAY000728,CUST3048,3450,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-04-27 19:21:38.959140
PAY000729,CUST9086,3054,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-03-12 11:34:38.959140
PAY000730,CUST1519,16430,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-02 05:06:38.959140
PAY000731,CUST9899,4886,Net Banking,Monthly,FAILED,Invalid CVV,0,Approved,0,2026-04-27 07:36:38.959140
PAY000732,CUST1206,8293,UPI,Annual,SUCCESS,,3,Approved,0,2026-08-07 13:55:38.959140
PAY000733,CUST1549,14613,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-07-22 01:56:38.959140
PAY000734,CUST7375,3177,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-06-03 21:02:38.959140
PAY000735,CUST9534,23961,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-07-23 08:59:38.959140
PAY000736,CUST1853,9890,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-14 09:57:38.959140
PAY000737,CUST3742,14325,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-03-12 13:03:38.959140
PAY000738,CUST8786,8064,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-03-17 10:42:38.959140
PAY000739,CUST9190,3031,UPI,Annual,SUCCESS,,1,Approved,0,2026-04-07 12:13:38.959140
PAY000740,CUST6824,24988,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-03-20 16:23:38.959140
PAY000741,CUST4812,3618,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-06-06 14:39:38.959140
PAY000742,CUST1349,24894,Net Banking,Quarterly,FAILED,UPI Failure,2,Declined,1,2026-08-03 10:37:38.959140
PAY000743,CUST8168,8313,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-06-06 03:33:38.959140
PAY000744,CUST4057,16158,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-06-20 23:11:38.959140
PAY000745,CUST3627,15447,UPI,Annual,SUCCESS,,2,Approved,0,2026-08-14 18:06:38.959140
PAY000746,CUST7014,9787,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-06-16 09:32:38.959140
PAY000747,CUST6965,16678,Wallet,Monthly,FAILED,Bank Timeout,3,Approved,1,2026-07-21 08:37:38.959140
PAY000748,CUST9586,2174,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-04-13 08:47:38.959140
PAY000749,CUST6276,9376,UPI,Monthly,SUCCESS,,2,Approved,0,2026-05-23 09:41:38.959140
PAY000750,CUST3126,2283,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-08-08 20:14:38.959140
PAY000751,CUST1521,16003,Wallet,Annual,SUCCESS,,1,Approved,0,2026-03-27 18:41:38.959140
PAY000752,CUST7002,21657,Credit Card,Annual,FAILED,Fraud Suspected,3,Approved,0,2026-06-13 12:34:38.959140
PAY000753,CUST9051,527,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-07-07 04:14:38.959140
PAY000754,CUST1955,2088,Wallet,Quarterly,FAILED,Invalid CVV,2,Timeout,0,2026-06-19 09:15:38.959140
PAY000755,CUST5979,24160,UPI,Monthly,SUCCESS,,0,Approved,0,2026-08-08 17:01:38.959140
PAY000756,CUST7313,3281,Credit Card,Monthly,FAILED,Network Error,0,Blocked,1,2026-07-19 19:33:38.959140
PAY000757,CUST7802,8250,UPI,Annual,SUCCESS,,1,Approved,0,2026-06-19 11:01:38.959140
PAY000758,CUST7997,22200,UPI,Monthly,SUCCESS,,3,Approved,0,2026-07-15 16:43:38.959140
PAY000759,CUST9747,18120,Wallet,Quarterly,FAILED,User Cancelled,3,Declined,0,2026-06-09 16:16:38.959140
PAY000760,CUST8054,10425,Debit Card,Annual,FAILED,User Cancelled,2,Processing Error,0,2026-08-10 14:27:38.959140
PAY000761,CUST5162,17978,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-05-17 01:54:38.959140
PAY000762,CUST1567,13110,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-07-20 00:32:38.959140
PAY000763,CUST5920,4525,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-03-10 23:55:38.959140
PAY000764,CUST1618,810,Net Banking,Quarterly,FAILED,Bank Timeout,2,Approved,1,2026-08-24 02:53:38.959140
PAY000765,CUST5093,8782,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-18 18:03:38.959140
PAY000766,CUST6319,3110,Net Banking,Monthly,FAILED,Network Error,3,Approved,1,2026-06-21 09:30:38.959140
PAY000767,CUST5921,22695,UPI,Annual,SUCCESS,,0,Approved,0,2026-06-26 03:50:38.959140
PAY000768,CUST6700,12601,Net Banking,Quarterly,FAILED,Insufficient Funds,0,Timeout,1,2026-07-29 19:38:38.959140
PAY000769,CUST1886,4048,Debit Card,Annual,FAILED,Insufficient Funds,1,Processing Error,1,2026-07-23 21:53:38.959140
PAY000770,CUST9231,17791,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-08 07:10:38.959140
PAY000771,CUST9269,24071,UPI,Monthly,SUCCESS,,3,Approved,0,2026-05-29 22:09:38.959140
PAY000772,CUST6507,13020,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-04-02 20:46:38.959140
PAY000773,CUST2393,1714,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-04-26 14:21:38.959140
PAY000774,CUST3209,22966,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-07-26 12:36:38.959140
PAY000775,CUST9589,13052,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-06-19 23:00:38.959140
PAY000776,CUST2467,14191,UPI,Annual,SUCCESS,,2,Approved,0,2026-07-12 10:53:38.959140
PAY000777,CUST6254,12068,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-04-13 11:29:38.959140
PAY000778,CUST8245,10087,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-05-12 11:10:38.959140
PAY000779,CUST7124,7749,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-07-12 13:36:38.959140
PAY000780,CUST1225,3781,Debit Card,Annual,FAILED,Bank Timeout,0,Timeout,1,2026-04-23 01:07:38.959140
PAY000781,CUST4424,10097,Wallet,Monthly,FAILED,Insufficient Funds,3,Timeout,1,2026-06-03 13:53:38.959140
PAY000782,CUST8913,17245,Wallet,Annual,SUCCESS,,2,Approved,0,2026-06-17 16:58:38.959140
PAY000783,CUST3790,22875,UPI,Quarterly,FAILED,Insufficient Funds,0,Timeout,1,2026-05-17 08:39:38.959140
PAY000784,CUST8617,22922,UPI,Monthly,SUCCESS,,2,Approved,0,2026-03-19 11:09:38.959140
PAY000785,CUST2767,8989,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-08-14 03:20:38.959140
PAY000786,CUST2631,21378,Debit Card,Quarterly,FAILED,Invalid CVV,3,Blocked,0,2026-04-20 21:13:38.959140
PAY000787,CUST8503,17517,Wallet,Annual,FAILED,Network Error,0,Blocked,1,2026-04-12 17:42:38.959140
PAY000788,CUST9027,8205,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-05-09 12:37:38.959140
PAY000789,CUST5953,11462,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-05-13 11:54:38.959140
PAY000790,CUST7343,2130,UPI,Annual,SUCCESS,,2,Approved,0,2026-08-16 18:13:38.959140
PAY000791,CUST2438,7490,Net Banking,Annual,FAILED,Invalid CVV,1,Declined,0,2026-05-11 00:31:38.959140
PAY000792,CUST3502,20167,Net Banking,Quarterly,FAILED,Network Error,1,Blocked,1,2026-05-24 18:35:38.959140
PAY000793,CUST3270,10889,Wallet,Annual,FAILED,Bank Timeout,3,Declined,1,2026-06-16 12:17:38.959140
PAY000794,CUST9582,6728,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-05-05 01:16:38.959140
PAY000795,CUST9732,4855,UPI,Monthly,FAILED,Card Expired,1,Blocked,0,2026-05-06 14:23:38.959140
PAY000796,CUST6221,4867,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-07-27 03:28:38.959140
PAY000797,CUST4079,24531,UPI,Monthly,SUCCESS,,2,Approved,0,2026-04-06 11:08:38.959140
PAY000798,CUST4783,20152,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-06-28 01:09:38.959140
PAY000799,CUST8808,953,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-03-24 06:28:38.959140
PAY000800,CUST8763,15459,Credit Card,Monthly,FAILED,Invalid CVV,2,Processing Error,0,2026-04-12 07:02:38.959140
PAY000801,CUST1245,1155,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-26 23:33:38.959140
PAY000802,CUST4351,22097,UPI,Monthly,SUCCESS,,1,Approved,0,2026-07-25 18:00:38.959140
PAY000803,CUST5043,14493,Net Banking,Quarterly,FAILED,User Cancelled,3,Processing Error,0,2026-07-13 00:33:38.959140
PAY000804,CUST9784,20019,Wallet,Annual,FAILED,User Cancelled,3,Processing Error,0,2026-07-18 21:50:38.959140
PAY000805,CUST5025,1360,Wallet,Annual,FAILED,UPI Failure,0,Approved,1,2026-05-31 00:20:38.959140
PAY000806,CUST7347,24189,Wallet,Annual,SUCCESS,,0,Approved,0,2026-06-19 07:51:38.959140
